0.111840725	-0.08243947	0.023826066	0.046927884	0.021026684	-0.08304624	0.030780816	0.016446183	0.011263366	0.032328457	0.013111649	-0.03827501	-0.040984884	-0.042494282	-0.006130519	0.0040602223
0.07163636	-0.11092718	0.043182075	-0.058041573	0.043214817	-0.04991772	0.07258717	0.05174003	0.008125204	-0.0023083114	0.004419979	-0.07456194	-0.016089292	-0.00027872264	-0.023786858	-0.011242022
-0.0067976327	-0.086220816	0.07851438	-0.062675364	0.05613394	-0.04595235	0.035106007	-0.0072119334	0.06682883	0.03286366	0.04953626	-0.025757777	-0.033059675	0.011357226	0.030697336	0.008964354
0.06394989	-0.0966759	0.08783891	-0.088541366	-0.010313581	-0.08365373	0.02324417	0.04240774	0.09095204	0.028603181	0.04136439	-0.0005674623	-0.006720011	-0.002570555	-0.022165509	-0.05007356
0.033879686	-0.11539367	0.022982713	-0.008642046	-0.034037337	-0.019096583	0.0280462	0.012147249	0.047941133	0.016038232	0.03420669	0.04862939	-0.05182387	-0.04388241	-0.06231712	0.04698042
0.010568208	-0.08153162	0.09265748	-0.05378907	0.0343203	-0.054206066	0.05196203	0.051359136	0.021091567	0.0040230905	0.04462556	0.044005908	0.024925122	-0.058476433	-0.020144312	-0.046134666
0.0016625255	-0.0775558	-0.044636562	-0.03730554	-0.019457076	-0.1079019	0.0060878512	-0.03649602	0.09565147	-0.0011816535	0.059896212	-0.044743415	-0.034434382	-0.040572036	-0.037156828	0.06752817
0.06936729	-0.12664412	0.02880114	0.0010758542	0.06421951	-0.05263655	-0.0046869237	0.007344743	0.07538121	0.0031998025	0.03202079	0.008978912	-0.028277304	-0.059369486	-0.007962476	0.00821388
-0.017163139	-0.1081488	0.042900477	-0.05226319	-0.057314973	-0.02034821	-0.062168725	0.0038634462	0.033473857	0.03629897	0.050539996	-0.028805375	-0.0036905722	-0.043040384	0.010004727	0.04452086
-0.06702459	-0.115822546	0.003988287	0.0063866396	-0.025538033	-0.062234487	0.0061159264	-0.0016179079	-0.018678537	0.02491924	0.054978292	-0.087474786	-0.047840394	-0.010382956	-0.0055601466	-0.017224766
0.08101794	-0.10493805	-0.002695975	0.03119449	-0.01846431	0.031330705	0.1045752	0.0058854334	-0.06383763	-0.010656592	-0.0074540554	-0.09016218	-0.035169274	0.048508056	-0.08005517	-0.021839947
0.12997197	-0.121264234	0.01569142	-0.07817753	-0.060920462	0.01864086	-0.029046472	-0.018423436	0.05071137	0.05088651	0.021400925	-0.052289356	0.042568546	0.05366781	-0.029919202	-0.0033539427
0.014406568	-0.077232346	0.02680025	-0.0046374397	0.059649196	-0.008902226	0.042591922	-0.031074002	0.038266994	0.0043220785	0.0040427935	0.008899217	0.055281963	0.0016342737	0.007229433	-0.058844216
0.014317296	-0.012868878	-0.06263777	-0.006773631	-0.028558671	0.021110693	0.075239405	-0.013987949	0.016823975	-0.053493265	-0.0058585093	-0.012709835	0.13098128	-0.058916587	-0.020831447	-0.014005483
0.027899751	-0.10241893	0.0573842	-0.045652304	0.016359486	-0.0771335	0.011316911	0.072126634	0.11688691	0.060386542	0.0377712	-0.051861	-0.075648695	-0.005436891	0.015122242	0.042171903
0.0784221	-0.044119217	-0.0064207963	-0.005982908	0.01050023	-0.077636525	0.07114704	0.08404844	-0.012937259	-0.0039095846	-0.04966431	-0.025538767	-0.046098124	0.049330268	0.008556876	0.03866777
0.10186447	-0.15338977	0.011113473	0.0019545828	0.06913535	-0.015011419	0.07605907	-0.025856473	0.028487887	0.017219396	0.02389223	-0.029325603	-0.02049673	-0.044316687	-0.03857165	-0.09161694
0.02832759	0.06154471	0.038390566	0.0027242335	0.042824987	-0.05629111	0.08360212	0.020660268	-0.012827681	-0.029344788	4.895538e-06	-0.015259827	0.039946917	-0.009887127	-0.079467766	0.024942886
0.0036261322	-0.10328925	-0.01288526	-0.03243547	-0.07260164	0.0072822	-0.072238594	0.08309268	0.039288692	0.0382988	0.0014592503	-0.06991363	-0.009234412	-0.0043226453	-0.07594797	-0.02918266
-0.06305923	-0.06436069	0.081800856	-0.05721069	-0.0631596	-0.13167828	-0.052644618	-0.05538731	-0.031444196	-0.056145437	-0.011746223	-0.074564	-0.05395219	-0.019222127	0.020081175	-0.051193763
0.00901424	0.015204275	0.028921308	0.010078227	-0.060673755	-0.11352073	6.755885e-05	0.036430985	-0.050556414	0.01250251	0.035166558	-0.049059767	0.046851825	-0.039054334	-0.03492561	-0.0015204315
0.06791429	-0.07610212	0.05408899	0.029805178	0.0108012175	0.039731983	-0.0062795267	0.026469603	0.021897458	-0.00403149	-0.05702853	0.016459651	0.06684719	-0.056874625	-0.08258856	-0.030383034
-0.033256564	0.07053763	-0.040134795	0.0043681315	0.01631315	-0.088205636	0.0658599	0.08339101	-0.01274055	0.15828767	0.089802474	-0.051949315	-0.12646756	-0.0066259527	0.055314686	-0.055320535
